Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type
2024-03-11,06:50:00 PM,Lecture Hall 2,Tracking and vertexing downstream the LHCb magnet at the first stage of the trigger.,New real-time tracking algorithm increases efficiency for detecting long-lived particles,LHCb,"['track reconstruction', 'displaced vertices', 'trigger level', 'Neural Network', 'long-lived particles']",3,Oral
2024-03-11,06:30:00 PM,Lecture Hall 2,High Pileup Particle Tracking with Learned Clustering,"Proposes learned clustering for track candidates, improving scaling with GNN-based tracking. Compares standard embedding and object condensation. Shows node filtering for performance. Using trackML dataset at HL-LHC conditions. E",None Mentioned,"['Graph Neural Network', 'Tracked candidates', 'Learned Clustering', 'trackML', 'HL-LHC']",3,Oral
2024-03-11,06:10:00 PM,Lecture Hall 2,"Leveraging Large-Scale Pretraining for Efficient Jet Classification: An Evaluation of Transfer Learning, Model Architectures, Dataset Scaling, and Domain Adaptation in Particle Physics",Self-supervised learning for jet classification in particle physics using contrastive learning and fine-tuning on labeled data,CMS,"['self-supervised learning', 'contrastive learning', 'ParticleTransformer', 'jet classification']",3,Oral
2024-03-11,05:50:00 PM,Lecture Hall 2,"Line Segment Tracking: Improving the Phase 2 CMS High Level Trigger Tracking with a Novel, Hardware-Agnostic Pattern Recognition Algorithm","Line Segment Tracking (LST), an efficient, parallelizable pattern recognition algorithm, improves HLT tracking performance for the CMS experiment at LHC HL-LHC phase 2, demonstrating adaptability for future computing resources like GPUs. |",CMS,"['High Level Trigger', 'Tracking', 'Pattern Recognition', 'Parallelizable Algorithms', 'Alpaka', 'HL-LHC', 'CMS High Level Trigger']",3,Oral
2024-03-11,05:30:00 PM,Lecture Hall 2,Application of ACTS for gaseous tracking detectors,Extension of ACTS for supporting gaseous tracking detectors for upcoming experiments CEPC and STCF. Open-access development to be aided by Open Data Detector with new drift chamber type. 116 characters,"No specific experiment was mentioned directly, but mentions CEPC and STCF which are future experiments","['ACTS', 'gaseous tracking detectors', 'uRWell-based detector', 'drift chamber', 'tracking algorithms', 'CEPC', 'STCF', 'Open Data Detector', 'tracking experience', 'LHC']",2,Oral
2024-03-12,03:50:00 PM,Lecture Hall 1,Machine learning based surrogates for particle-resolved direct numerical simulation,"Fourier Neural Operators (FNOs) used to create surrogates for velocity and vorticity fields in particle-resolved direct numerical simulations (PR-DNS) of atmospheric physics to explore aerosol-cloud interactions and understand cloud dynamics in digital twin facilities like cloud chambers. Using a new machine learning model to replace computationally expensive modules in PR-DNS simulations. The new models are evaluated for accuracy and computational speed in numerical simulations designed to assess their suitability for relevant dynamical systems. The abstract is discussing the application of Fourier Neural Operators (FNOs) to accelerate and enhance the efficiency and accuracy of particle-resolved direct numerical simulations (PR-DNS) used in atmospheric physics. Although this topic is not strictly within the domain of high-energy physics, it shares similar underlying themes, such as the use of machine learning models and data-driven approaches. As such, my interest in this topic is assessed as 'low' since it is not directly related to the areas I'm very interested in. Nonetheless, the interdisciplinary nature of the subject might potentially yield benefits for research in high-energy physics that are applicable in other fields such as atmospheric physics. Thus, although I don't expect to gain as deep of insight into my field of interest as from a more focused talk, I might still find the research fascinating and potentially gain some knowledge that can be adapted or transferred to the challenges of high energy physics, although the probability is comparatively lower than from a talk more directly related to my field of interest.",,"['Fourier Neural Operators', 'particle-resolved direct numerical simulations', 'atmospheric physics', 'aerosol-cloud interactions', 'machine learning', 'vorticity fields', 'recurrent structure in time']",1,Oral
2024-03-12,03:10:00 PM,Lecture Hall 1,Precision-Machine Learning for the Matrix Element Method,"A ML approach to matrix element method with INN, diffusion networks, and Bayesian uncertainty capture. Showcases for top Yukawa coupling measurement in Higgs and single-top production processes at LHC",ATLAS/CMS,"['matrix element method', 'machine learning', 'diffusion networks', 'INN', 'top Yukawa coupling', 'Higgs production', 'single-top production']",3,Oral
2024-03-13,06:30:00 PM,Lecture Hall 1,Pepper – A Portable Parton-Level Event Generator for the High-Luminosity LHC,"Framework for parton-level event generation utilizing modern hardware, evaluated at LHC standard-candle processes",LHC,"['parton-level event generators', 'computational efficiency', 'modern hardware', 'Large Hadron Collider']",2,Oral
2024-03-13,06:10:00 PM,Lecture Hall 1,Efficient precision simulation of processes with many-jet final states at the LHC,"Proposed efficient framework for colliding high multiplicity jets, for use in Sherpa and Pythia generators","LHC, CMS and/or ATLAS","['Efficient calculation', 'Multi-jet final states', 'LHC', 'Sherpa', 'Pythia', 'High-luminosity era']",0,Oral
2024-03-13,05:30:00 PM,Lecture Hall 1,Towards a framework for GPU event generation,GPU-accelerated PDF query and Monte Carlo integration using a hardware-agnostic code with optimization benchmarks shown for 2->4 process performance improvement by memory footprint reduction,,"['GPU', 'Monte Carlo integration', 'PDF query', 'hardware-accelerated code', 'memory footprint', 'optimization']",2,Oral
2024-03-14,05:50:00 PM,Lecture Hall 1,McMule -- a Monte Carlo generator for low energy processes,"Monte Carlo generator, McMule, implements many QED processes at NNLO for low energy experiments such as MUonE, CMD-III, PRad, or MUSE. It now generates events at NNLO with no negative weights using cellular resampling. |",,"['Monte Carlo', 'Leptonic processes', 'QED', 'NNLO', 'cellular resampling']",2,Oral
2024-03-14,06:10:00 PM,Lecture Hall 1,Total 10-th order QED electon anomalous magnetic moment calculation,"5-loop QED calculation results for electron anomalous magnetic moment, including a new Monte Carlo integration method, presented for the first time in a classified manner across 95 classes for checking and theoretical investigation purposes. Aoyama et al.'s known value will be compared against these results. |",,"['HIGHER ORDER QED CALCULATIONS', 'ELECTRON ANOMALOUS MAGNETIC MOMENT', 'FIVE-LOOP', 'MONTECARLO INTEGRATION', 'GAUGE-INDEPENDENT CLASSES']",2,Oral
2024-03-14,05:30:00 PM,Lecture Hall 1,Multiscale Lattice Gauge Theory Algorithms and Software for Exascale hardware.,"Development of multiscale Lattice Gauge Theory algorithms for Exascale hardware on various GPUs and supercomputers, testing with muon anomalous magnetic moment calculations",,"['Lattice Gauge Theory', 'Exascale hardware', 'GPU architectures', 'Multi scale algorithms']",1,Oral
