Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type
2024-03-13,08:10:00 PM,Lecture Hall 2,Fast and Robust ML for uncovering BSM physics,"This work addresses ML advancements for SM discovery at LHC, focusing on knowledge distillation for efficient architectures and robust multi-background learning for out-of-distribution BSM signatures",LHC,"['Machine Learning', 'Large Hadron Collider (LHC) data processing', 'Beyond Standard Model (BSM) discovery', 'knowledge distillation', 'multi-background representation learning', 'non-Gaussian signatures']",3,Oral
2024-03-13,07:50:00 PM,Lecture Hall 2,The Neural Network First-Level Hardware Track Trigger of the Belle II Experiment,"Neural network-based L1 track trigger for Belle II experiment analyzes 2D track candidates, estimate z-vertex and polar angles for event class identification and background suppression",Belle II,"['neural network', 'track trigger', 'Belle II', '2D track detection', 'L1 trigger']",2,Oral
2024-03-13,06:50:00 PM,Lecture Hall 2,Generic representations of jets at detector-level with self-supervised learning,"Abstract discusses self-supervised learning for generic jet features. Demonstrates SSL effectiveness with calorimeter simulations. Promising for collider experiments without direct quantum discussion or lattice gauge theory, machine learning integration, or neutrino physics focus shown within this summary. Tie-in with the ATLAS Experiment.",ATLAS,"['Self-supervised learning', 'Jet classification', 'Jet properties prediction']",2,Oral
2024-03-13,06:30:00 PM,Lecture Hall 2,Machine learning-based particle identification of atmospheric neutrinos in JUNO,Investigating atmospheric neutrino identification using machine learning in JUNO's liquid scintillator detector,JIANGMEN UNDERGROUND NEUTRINO OBSERVATORY,"['Machine Learning', 'Particle Identification', 'Atmospheric Neutrinos', 'JUNO Observatory', 'Neutrino Spectrum', 'Matter Effects', 'Neutrino Mass Ordering']",0,Oral
2024-03-13,06:10:00 PM,Lecture Hall 2,Boosting statistical anomaly detection via multiple test with NPLM,"A presentation showcasing an AI-enhanced anomaly detection method using NPLM, leveraging kernel methods and multiple tests for improving sensitivity, applicable to ML-generated data streams both offline and quasi-online.",,"[' anomaly detection', 'AI', 'Kernel methods', 'Rare signals', 'Signal-agnostic', 'NPLM', 'ML', 'Data analysis', 'Streamed data', 'Quasi-online data analysis']",3,Oral
2024-03-13,05:50:00 PM,Lecture Hall 2,Reducing Systematic Differences between Data and Simulation with Generative Models,"Application of Generative Models (GAN) to align simulated data with real data in Large Electron-Positron Collider (LArTPC) detectors. Systematic adaptation to high-resolution images addresses performance and computational issues, promoting application of DL in HEP experiments. (300 chars.)",,"['High Energy Physics', 'Large Electron-Positron Collider (LArTPC) detection', 'Generative Models (GAN) in data analysis', 'Deep Learning (DL) in HEP data science', 'Domain shift problem in particle experimental physics', 'Data Fidelity and Simulation in High Energy Physics']",3,Oral
2024-03-13,05:30:00 PM,Lecture Hall 2,A Deep Generative Model for Hadronization,DGA uses deep learning to improve hadronization models in high-energy particle simulations without first principles understanding of the process.,,"['deep generative models', 'hadronization', 'Quantum Chromodynamics', 'Generative Adversarial Networks', 'Herwig cluster model']",2,Oral
2024-03-12,03:50:00 PM,Lecture Hall 2,Denoising Graph Super-Resolution with Diffusion Models and Transformers for Improved Particle Reconstruction,"The talk explores a novel approach using diffusion models and transformers for graph super-resolution in calorimeter data of particle reconstruction, aiming to enhance spatial resolution and remove noise artifacts in experimental particle physics detector data",,"['hidden sector', 'long lived particles', 'data analysis techniques', 'machine learning', 'particle physics', 'ServiceX tool', 'distributed computing', 'data preservation', 'Differential coding']",2,Oral
2024-03-12,03:30:00 PM,Lecture Hall 2,Beyond Language: Foundation Models for Collider Physics Data,"Explores usage of HL models on collider physics data, incorporating physics biases to handle continuous/discrete types, particle permutation invariance challenges",,"['HL models', 'collider physics data', 'embedding schemes', 'physical biases']",3,Oral
2024-03-12,03:10:00 PM,Lecture Hall 2,Finetuning Foundation Models for Joint Analysis Optimization,"Explores the application of modern machine learning techniques in HEP for optimization, demonstrating benefits in heavy resonance search.",Blank,"['Machine Learning', 'Quantum Computing', 'Machine Learning', 'Quantum Computing', 'Quantum Computing', 'Quantum Computing', 'Differential Programming', 'Differential Programming', 'Differential Programming', 'Differential Programming', 'Data Preservation', 'Data Preservation', 'Data Preservation']",3,Oral
2024-03-12,02:50:00 PM,Lecture Hall 2,Leveraging Language Models for Particle Reconstruction,"Innovative use of language models for enhancing particle reconstruction in high-energy physics, improving upon traditional detector metrics to visualize particle interactions effectively through latent space representations. Early proof-of-concept shown. Demands further research and experimentation to validate findings on known experiments ATLAS, CMS, and others. Addresses interest in machine learning, data analysis, language models, and distributed computing in physics. Does not directly relate to quantum computing and neutrino physics, lacking immediate appeal in those areas.",unknown/ATLAS/CMS/LHCb/MATHUSLA/...,"['particle detectors', 'language models', 'reconstruction', 'latent space', 'probabilistic interpretation']",0,Oral
2024-03-12,02:30:00 PM,Lecture Hall 2,Towards the construction of Foundational Models at the LHC,"Novel R3SL strategy improves jet tagging performance with lesser uncertainties in Higgs to bottom quarks, enabling robust new physics searches, setting a foundation model framework for the ATLAS experiment at the LHC.",ATLAS,"['foundation models', 'deep learning', 'quark and gluon jets', 'LHC', 'data processing techniques']",2,Oral
2024-03-11,08:50:00 PM,Lecture Hall 2,Track reconstruction for future colliders with quantum algorithms,QUBO problem in track reconstruction for HL-LHC tackled with QAOA on quantum computers shows promising results for quantum computing application in collider experiments,,"['Quantum Algorithms', 'QUBO Problem', 'Track Reconstruction', 'High-Luminosity Large Hadron Collider', 'Quantum Computing', 'QAOA']",3,Oral
2024-03-11,08:30:00 PM,Lecture Hall 2,Reconstructing Particle Tracks in One Go with a Recursive Graph Attention Network,"The study introduces a one-step, recursive graph attention network for single-pass particle track reconstruction. By applying Graph Neural Networks, it simplifies traditional procedures and demonstrates competitive performance on the trackML dataset with enhanced computing efficiency. No known experiment association.",,"['Graph Neural Networks', 'Particle Track Reconstruction', 'One-Shot Object Condensation', 'TrackML Dataset']",3,Oral
2024-03-11,08:10:00 PM,Lecture Hall 2,Reconstruction of atmospheric neutrinos and muons using Machine Learning-based methods in JUNO,"JUNO's multi-purpose Machine Learning-based method for reconstructing atmospheric neutrinos/muons improves precision, meeting the joint analysis' sensitivity goals alongside other experiments' pursuits of neutrino physics parameters and understanding matter effects. These techniques have wider applicability in similar liquid scintillator detectors for enhanced event reconstruction at various energy levels from GeV to PeV for multiple physics measurements crucial to these experiments’ scientific objectives.",Jiangmen Underground Neutrino Observatory (JUNO) blanks,"['neutrino oscillation parameters', 'liquid scintillator detector', 'machine learning techniques', 'atmospheric neutrinos', 'jet and pileup mitigation', 'Reactor neutrino signal', 'mass hierarchy', 'purely software-based fitting']",3,Oral
2024-03-11,07:50:00 PM,Lecture Hall 2,Wire-Cell: A High Quality Automated LArTPC Reconstruction for Neutrino Experiments,"An innovative LArTPC automated reconstruction system named Wire-Cell, tailored for neutrino experiments. Incorporates machine learning alongside traditional techniques, tested with MicroBooNE data. Details on algorithms and practical efficacy are highlighted. The presentation aims to discuss Wire-Cell's advancements in LArTPC data interpretation for neutrino experimental applications.",,"['LArTPC', 'Neutrino Experiments', 'Automated Reconstruction', 'Wire-Cell', 'Machine Learning']",3,Oral
2024-03-11,06:50:00 PM,Lecture Hall 2,Tracking and vertexing downstream the LHCb magnet at the first stage of the trigger.,"This talk introduces the LHCb team's 'Downstream' algorithm optimized for high-efficiency vertex reconstruction using neural networks and GPU computation. Suitable for Run3, targeting LTP detection with enhanced capabilities for Ks and Lambda vertices analysis.",LHCb,"['Hidden Sector Physics', 'Long Lived Particles', 'Neural Networks', 'Tracker Optimization', 'Distributed Computing']",2,Oral
2024-03-11,06:30:00 PM,Lecture Hall 2,High Pileup Particle Tracking with Learned Clustering,"Application of graph neural networks to improve track pixelization in high pileup conditions expected with the HL-LHC, showcasing learned clustering with point cloud reduction for scalability and inferential speed",,"['High Luminosity Large Hadron Collider', 'TrackML', 'Point Cloud Reduction', 'Graph Neural Networks', 'Track Pixelization', 'Physics Computing']",3,Oral
2024-03-11,06:10:00 PM,Lecture Hall 2,"Leveraging Large-Scale Pretraining for Efficient Jet Classification: An Evaluation of Transfer Learning, Model Architectures, Dataset Scaling, and Domain Adaptation in Particle Physics","A study employs self-supervised learning on real data for jet classification in physics, seeking to improve data-MC agreement without truth labels using pretrained with various datasets and techniques such as contrastive learning and the ParticleTransformer architecture.",CMS,"['Machine Learning', 'Self-Supervised Learning', 'Data-Label Availability', 'Large-scale Pretraining', 'Contrastive Learning', 'ParticleTransformer', 'Jet Classification']",3,Oral
2024-03-11,05:50:00 PM,Lecture Hall 2,"Line Segment Tracking: Improving the Phase 2 CMS High Level Trigger Tracking with a Novel, Hardware-Agnostic Pattern Recognition Algorithm","A novel, pattern recognition algorithm called Line Segment Tracking (LST) simplifies particle track reconstruction under HL-LHC's massive demands and supports hardware-agnostic parallel processing using the Alpaka library. LST enhances HLT physics and timing performance over conventional methods used within the CMS HL-LHC HLT. Latest results and future improvements for integration with CMS were presented.",CMS,"['Charged Particle Reconstruction', 'High Luminosity Large Hadron Collider (HL-LHC) Requirements', 'Pattern Recognition Algorithm', 'Line Segment Tracking (LST)', 'Parallel Processing', 'CMS High Level Trigger (HLT)']",0,Oral
2024-03-11,05:30:00 PM,Lecture Hall 2,Application of ACTS for gaseous tracking detectors,"The talk outlines the expansion of ACTS to perform tracking with gas-filled detectors like uRWell detector and drift chamber, with applications to CEPC and STCF experiments, along with integrating an open-access drift chamber in Open Data Detector for future tracking algorithm development. The focus is on improving tracking performance for gaseous detectors used in particle physics experiments.",,"['ACTS', 'tracking software', 'gaseous detectors', 'uRWell-based detector', 'drift chamber', 'Circular Electron Positron Collider', 'Super Tau Charm Factory']",2,Oral
2024-03-12,03:50:00 PM,Lecture Hall 1,Machine learning based surrogates for particle-resolved direct numerical simulation,"The study explores utilizing Fourier Neural Operators (FNO) to create fast and precise surrogate models for turbulence-resolving clouds in simulations, aiming to overcome the computational limitations and speed up PR-DNS models, by employing machine learning for prediction and replacement of expensive modules in these models; this work does not cite any specific large-scale experimental facilities.",,"['machine learning', 'fourier neural operators', 'turbulent eddies', 'atmospheric physics']",2,Oral
2024-03-12,03:10:00 PM,Lecture Hall 1,Precision-Machine Learning for the Matrix Element Method,MATLAB version using neural networks for LHC Higgs analysis in the top CP regime,,"['Higgs', 'top Yukawa coupling', 'machine learning', 'matrix element method', 'INN', 'diffusion networks', 'transformer', 'jet combinatorics', 'Bayesian networks', 'integration uncertainties', 'phase-space integration']",3,Oral
2024-03-13,06:30:00 PM,Lecture Hall 1,Pepper – A Portable Parton-Level Event Generator for the High-Luminosity LHC,"New event generator supporting modern hardware for LHC high-luminosity era. Includes leading-order calculations in parton-level modeling for the LHC, with discussions on standard-candle processes performance",LHC,"['Parton-level event generator', 'High-luminosity LHC', 'Leading-order calculations', 'Computing hardware architecture', 'Simulation chain']",2,Oral
2024-03-13,06:10:00 PM,Lecture Hall 1,Efficient precision simulation of processes with many-jet final states at the LHC,LHC physics performance improvement via efficient multi-jet final state simulations,,"['QCD', 'LHC', 'particle physics', 'collision simulations']",3,Oral
2024-03-13,05:30:00 PM,Lecture Hall 1,Towards a framework for GPU event generation,"This presentation demonstrates an efficient GPU event generation framework, leveraging a top-bottom approach with specialized software suite improvements, such as reducing memory footprint for better performance in Monte Carlo integration and PDF query on GPU. Benchmarks show enhanced performance with a reduced code complexity and hardware-dependence for scalable applications in particle event processing using GPU acceleration technologies. No single paper, experiment, or specific domain was directly stated, but the framework likely relates to experiments involving Large Hadron Collider (LHC) data processing. Topics include efficient software development for GPU usage in physics experiments, optimizing event generators for high performance on modern architectures, and using a hybrid software approach to maximize speed and minimize hardware constraints—possibly from major research groups utilizing GPU resources for physics analysis. Given the abstract, the presented methodology appears to intersect multiple of my interests, such as hardware-accelerated code, Monte Carlo integration, and performance improvement in particle physics, although it might not be directly focused on machine learning, data preservation, or distributed computing frameworks, but could potentially support those efforts indirectly through efficient event generation and analysis. Given the context, the talk would likely be intriguing to someone in the field but might not be the primary focus of someone specifically interested in differentiable programming or data-level analysis techniques without further context. Hence it's classified with: medium interest level.",,"['GPU Event Generation', 'Monte Carlo Integration', 'HPC Performance Improvements', 'Physics Software Frameworks', 'Efficient Hardware-Agnostic Code']",2,Oral
2024-03-14,05:50:00 PM,Lecture Hall 1,McMule -- a Monte Carlo generator for low energy processes,"McMule, a Monte Carlo generator for low energy LEptons' processes including QED and lepton masses, aids for low-energy experiments. Cellular resampling technique improves event weighting efficiency, further reducing negatives. Highlight new NNLO event generation capability enhancing modeling accuracy and data fidelity. Improved framework supports precise predictions across various particle physics low-energy scenarios such as MUonE and CMD-III experiments, fostering deeper understanding and investigation into muonic physics behaviors and interactions",,"['McMule', 'Monte Carlo', 'Low Energy Processes', 'Quantum Electrodynamics', 'Negative Weight Events', 'Cellular Resampling', 'NNLO Events', 'Exotic Particles', 'Python ROOT']",3,Oral
2024-03-14,06:10:00 PM,Lecture Hall 1,Total 10-th order QED electon anomalous magnetic moment calculation,"First comprehensive QED calculation on electron's anomalous magnetic moment detailing the full 5-loop process, comparison with previous values, and reduced Feynman diagram calculations as well as Monte Carlo integration method developed specifically for this purpose. Highly technical and resources-intensive methodology described, with 95 gauge-invariant classes for potential verifications and investigations.",,"['Quantum Electrodynamics', 'Electron Anomalous Magnetic Moment', 'High-Order Loop Calculations', 'Theoretical Particle Physics']",1,Oral
2024-03-14,05:30:00 PM,Lecture Hall 1,Multiscale Lattice Gauge Theory Algorithms and Software for Exascale hardware.,"Lattice gauge theory algorithm and software optimization for HPC, focusing on multi-scale algorithms and computation acceleration. Examples from contributions to muon anomalous magnetic moment studies with multi-grid algorithms on various supercomputers provided.",,"['Lattice Gauge Theory', 'Performance Portable Software', 'Hadronic Vacuum Polarisation', 'Anomalous Magnetic Moment']",1,Oral
