Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
2024-06-03,11:54:00 AM,,Theory perspectives on doubly-heavy flavor tetraquarks,"The talk discusses theoretical aspects of doubly-heavy flavor tetraquarks, exploring their properties and implications in particle physics.",,"['doubly-heavy flavor', 'tetraquarks', 'theory', 'particle physics']",1,,0.7,[]
2024-06-03,11:36:00 AM,,Heavy flavor spectroscopy studies at Atlas,"The talk likely involves studies related to heavy flavor particles, focusing on spectroscopy within the ATLAS experiment.",ATLAS,"['heavy flavor', 'spectroscopy', 'particle physics']",1,,0.6,[]
2024-06-03,11:18:00 AM,,Heavy flavor spectroscopy studies at CMS,"The study focuses on the spectroscopy of heavy flavor particles at the CMS experiment, exploring their properties and interactions.",CMS,"['heavy flavor', 'spectroscopy', 'CMS']",1,,0.3,[]
2024-06-03,11:00:00 AM,,Heavy flavor spectroscopy studies at LHCb,"The presentation likely discusses studies on heavy flavor particles at the LHCb experiment, focusing on spectroscopy techniques and findings.",LHCb,"['heavy flavor', 'spectroscopy', 'LHCb', 'particle physics']",1,,0.7,[]
2024-06-05,08:00:00 AM,,Recent results from the NA62 experiment,"The presentation discusses the latest findings from the NA62 experiment, which focuses on rare decays of charged kaons.",NA62,"['kaon decay', 'rare processes', 'particle physics']",1,,0.7,[]
2024-06-05,11:36:00 AM,,Heavy-flavor jet production and substructures,"The talk likely focuses on the production and structure of heavy-flavor jets, which may involve complex analysis techniques.",,"['heavy-flavor', 'jet production', 'substructures', 'particle physics']",1,,0.6,[]
2024-06-05,11:18:00 AM,,Heavy-flavour polarization  measurements,"The presentation likely involves measurements related to heavy-flavour particles, focusing on their polarization properties.",,"['heavy-flavour', 'polarization', 'measurements']",1,,0.3,[]
2024-06-05,09:30:00 AM,,Progress on ttbar cross section calculations and impact on PDFs,The presentation focuses on calculations related to ttbar cross sections and their influence on parton distribution functions (PDFs).,,"['ttbar', 'cross section', 'PDFs', 'calculations']",1,,0.7,[]
2024-06-05,09:12:00 AM,,ATLAS top quark cross section measurements,The presentation likely focuses on measuring the top quark cross section using data from the ATLAS experiment.,ATLAS,"['top quark', 'cross section', 'measurements']",1,,0.7,[]
2024-06-05,08:54:00 AM,,CMS top quark cross section measurements,The presentation focuses on measurements of the top quark cross section using data from the CMS experiment.,CMS,"['top quark', 'cross section', 'measurements', 'CMS']",1,,0.8,[]
2024-06-05,08:36:00 AM,,Quantum information with top quarks and the LHC,"The presentation discusses the intersection of quantum information theory and top quarks at the LHC, though specific details are not provided in the abstract.",LHC,"['quantum information', 'top quarks', 'LHC']",1,,0.3,[]
2024-06-05,08:18:00 AM,,CMS results on top spin correlations and entanglement,"The focus is on top spin correlations and entanglement, likely involving analyses from the CMS experiment.",CMS,"['top spin', 'correlations', 'entanglement', 'CMS']",1,,0.6,[]
2024-06-05,08:00:00 AM,,ATLAS results on top spin and entanglement,"The presentation likely discusses results related to top quarks and their spin properties, possibly involving quantum entanglement phenomena.",ATLAS,"['top quark', 'spin', 'entanglement']",1,,0.6,[]
2024-06-06,11:54:00 AM,,RG running effects in ttH in the SMEFT,The talk likely discusses the renormalization group running effects in the context of the Standard Model Effective Field Theory (SMEFT) related to top quark pair production and Higgs boson interactions.,,"['SMEFT', 'top quark', 'Higgs boson', 'renormalization group', 'effective field theory']",1,,0.4,[]
2024-06-06,11:00:00 AM,,Higgs interference effects in top-quark pair production in the 1HSM,"The presentation discusses Higgs interference effects in top-quark pair production, potentially relevant to Higgs boson studies.",,"['Higgs', 'top-quark', 'pair production', 'interference effects']",1,,0.7,[]
2024-06-06,12:12:00 PM,,NNLO QCD corrections to ttW production at the LHC,"The presentation likely discusses the theoretical calculations related to the production of ttW events at the LHC, focusing on next-to-next-to-leading order QCD corrections.",LHC,"['QCD', 'ttW production', 'LHC', 'NNLO']",1,,0.7,[]
2024-06-06,11:36:00 AM,,"Top+boson measurement, ATLAS","The presentation focuses on measurements involving top quarks and bosons, likely discussing the results and implications from the ATLAS experiment.",ATLAS,"['top quark', 'boson', 'measurement', 'ATLAS']",1,,0.7,[]
2024-06-06,11:18:00 AM,,"Top+boson measurement, CMS",The presentation likely focuses on the measurement of top and boson production in proton-proton collisions using the CMS detector.,CMS,"['Top quark', 'Boson measurement', 'CMS', 'Particle physics']",1,,0.7,[]
2024-06-07,12:00:00 PM,,Associated production of top-quark pairs with photons at NLO accuracy,"The presentation focuses on the production of top-quark pairs alongside photons, analyzed at next-to-leading order accuracy within the framework of perturbative quantum field theory.",,"['top-quark', 'photons', 'NLO', 'perturbative QFT']",1,,0.7,[]
2024-06-07,11:40:00 AM,,Top-quark pole mass extraction at NNLO accuracy,The presentation discusses the extraction of the top-quark pole mass using next-to-next-to-leading order (NNLO) accuracy methods.,,"['top-quark', 'pole mass', 'NNLO', 'precision measurements']",1,,0.7,[]
2024-06-07,11:20:00 AM,,Top Mass Measurements with Energy Correlators,"The presentation focuses on measuring the top quark mass using energy correlators, an important aspect of particle physics.",,"['top quark', 'mass measurement', 'energy correlators']",1,,0.5,[]
2024-06-07,11:00:00 AM,,ATLAS top quark mass measurements,The talk likely discusses measurements related to the top quark mass using data from the ATLAS experiment.,ATLAS,"['top quark', 'mass measurements', 'ATLAS']",1,,0.7,[]
2024-06-07,09:12:00 AM,,Automating matching to the SMEFT,The talk likely addresses the automation of matching processes in the Standard Model Effective Field Theory (SMEFT) framework.,,"['SMEFT', 'automation', 'particle physics']",1,,0.5,[]
2024-06-07,08:54:00 AM,,Going beyond Top EFT,"The abstract discusses advanced topics in effective field theories beyond the Standard Model, though specifics are not provided.",,"['Effective Field Theory', 'Beyond the Standard Model', 'Top Physics']",1,,0.3,[]
2024-06-07,08:36:00 AM,,A global analysis of the SMEFT under the minimal MFV assumption,The talk discusses a global analysis of the Standard Model Effective Field Theory (SMEFT) under specific theoretical assumptions.,,"['SMEFT', 'MFV', 'theoretical physics']",1,,0.8,[]
2024-06-07,08:18:00 AM,,CMS EFT results with top quarks,The abstract discusses results related to Effective Field Theory (EFT) with a focus on top quarks in the CMS experiment.,CMS,"['EFT', 'top quarks', 'CMS']",1,,0.7,[]
2024-06-07,08:00:00 AM,,Indirect constraints on top quark operators from a global SMEFT analysis,The talk discusses constraints on top quark operators using a global analysis of the Standard Model Effective Field Theory (SMEFT).,,"['top quark', 'SMEFT', 'operators', 'global analysis']",1,,0.7,[]
2024-06-05,11:18:00 AM,,Hadronization in small and large systems (Theory),"The abstract discusses hadronization processes in different systems, focusing on theoretical aspects without providing specific experimental context.",,"['hadronization', 'theory', 'small systems', 'large systems']",1,,0.7,[]
2024-06-05,11:00:00 AM,,HF+Quarkonia propagation in the QGP (Theory),The talk focuses on the theoretical aspects of heavy flavor and quarkonia propagation in the quark-gluon plasma.,,"['Quarkonia', 'QGP', 'Heavy Flavor', 'Theory']",1,,0.7,[]
2024-06-05,08:18:00 AM,,Collectivity in the absence of QGP (Theory),"The abstract discusses theoretical aspects of collectivity in heavy-ion collisions, potentially without the presence of quark-gluon plasma.",,"['collectivity', 'heavy-ion collisions', 'quark-gluon plasma', 'theory']",1,,0.7,[]
2024-06-05,08:00:00 AM,,Dynamics of deconfined QCD matter (Theory),"The talk likely discusses theoretical aspects of deconfined QCD matter, which may include phase transitions in quark-gluon plasma.",,"['QCD', 'deconfined matter', 'theory']",1,,0.7,[]
2024-06-04,11:18:00 AM,,Cold nuclear matter effects (Theory),"The abstract discusses theoretical aspects of cold nuclear matter effects, focusing on their implications in particle physics.",,"['cold nuclear matter', 'theory', 'particle physics']",1,,0.3,[]
2024-06-04,11:00:00 AM,,Quantum simulation of jet evolution (Theory),"The abstract discusses the theoretical aspects of quantum simulation related to jet evolution, which involves complex interactions in particle physics.",,"['quantum simulation', 'jet evolution', 'particle physics', 'theory']",1,,0.7,[]
2024-06-03,11:36:00 AM,,Energy correlators in pp and AA (all experiments),The talk explores energy correlators in proton-proton and heavy-ion collisions across various experiments.,,"['energy correlators', 'pp collisions', 'AA collisions', 'heavy-ion physics']",1,,0.7,[]
2024-06-03,11:18:00 AM,,Energy correlators in pp and AA (Theory),"The abstract discusses energy correlators in proton-proton and heavy-ion collisions, likely focusing on theoretical aspects.",,"['energy correlators', 'pp collisions', 'AA collisions', 'theory']",1,,0.7,[]
2024-06-03,11:00:00 AM,,Jet evolution & substructure modification within the QGP (Theory),The presentation discusses jet behavior and modifications in the context of the Quark-Gluon Plasma.,,"['Jet Evolution', 'Substructure', 'Quark-Gluon Plasma', 'Theory']",1,,0.8,[]
2024-06-05,12:12:00 PM,,Azimuthal flow and correlations in HI,"The presentation likely discusses azimuthal flow and correlations in heavy ion collisions, focusing on phenomena in high-energy nuclear physics.",,"['azimuthal flow', 'correlations', 'heavy ion collisions', 'nuclear physics']",1,,0.2,[]
2024-06-07,02:20:00 PM,Blackman Auditorium,Theory summary of conference (30'),The abstract does not provide specific details or topics covered in the presentation.,,[],1,,0.1,[]
2024-06-06,09:30:00 AM,ISEC Room 102,Panel Session,The abstract presents a panel session with multiple experts discussing various topics in particle physics.,,"['panel session', 'expert discussion', 'particle physics']",1,,0.2,[]
,,,Probing Dim-6 and Dim-8 EFT Operators via ZZ VBS: A Sensitivity Study,"This study investigates vector boson scattering (VBS) with ZZ production, focusing on Dim-6 and Dim-8 effective field theory operators using CMS data.",CMS,"['Vector Boson Scattering', 'Effective Field Theory', 'Beyond Standard Model', 'Anomalous Quartic Gauge Couplings', 'ZZ Production']",1,,0.7,[]
2024-06-04,09:12:00 AM,,Searches with leptons in the final state at CMS,"The talk focuses on searches involving leptons at the CMS experiment, likely discussing techniques and results from recent analyses.",CMS,"['leptons', 'searches', 'CMS', 'analysis']",1,,0.6,[]
2024-06-04,08:36:00 AM,,Leptoquark searches in CMS,"The presentation focuses on searches for leptoquarks, which are exotic particles that couple quarks and leptons.",CMS,"['leptoquarks', 'exotic particles', 'CMS', 'particle physics']",1,,0.4,[]
2024-06-06,12:12:00 PM,,Exotic Higgs Decays with CMS,"The presentation discusses exotic decays of the Higgs boson, specifically H -> aZ and H -> aa -> 4f, exploring potential new physics signatures.",CMS,"['Higgs', 'exotic decays', 'CMS', 'new physics']",1,,0.7,[]
,,,Resonance-aware NLOPS matching for off-shell tt+tW production with semileptonic decays,The talk focuses on advanced techniques for matching next-to-leading order predictions for off-shell top quark production with specific decay channels.,,"['NLOPS', 'top quark', 'semileptonic decays', 'off-shell production']",1,,0.7,[]
2024-06-04,09:12:00 AM,,Electroweak Precision Measurements in LHCb,The presentation likely discusses electroweak interactions and precision measurements related to the LHCb experiment.,LHCb,"['Electroweak', 'Precision Measurements', 'LHCb']",1,,0.7,[]
2024-06-04,06:00:00 AM,Blackman Auditorium,Current opportunities in flavor physics (25'+5'),The talk will discuss recent developments and opportunities in flavor physics without providing specific experimental context.,,"['flavor physics', 'opportunities', 'particle interactions']",1,,0.7,[]
,,,CP violating top-Higgs interaction at the LHC,"This work investigates CP violation in Higgs boson production associated with top quarks at the LHC, focusing on Yukawa coupling measurements through azimuthal asymmetries.",LHC,"['Higgs boson', 'top quark', 'CP violation', 'Yukawa coupling', 'LHC']",1,,0.7,[]
,,,Differential cross-sections for events with missing transverse momentum and jets measured with the ATLAS detector in 13 TeV proton-proton collisions,"This study presents measurements of cross-sections for events with missing transverse momentum and jets in proton-proton collisions, highlighting new physics constraints.",ATLAS,"['cross-sections', 'missing transverse momentum', 'jets', 'Dark Matter', 'Standard Model']",1,,0.7,[]
2024-06-04,11:36:00 AM,,Lifetime measurements from Atlas,"The talk likely focuses on measuring particle lifetimes using the ATLAS detector, which may involve relevant techniques.",ATLAS,"['lifetime measurements', 'ATLAS', 'particle physics']",2,,0.6,[]
2024-06-04,11:18:00 AM,,Time dependent CPV at LHCb,"The abstract discusses time dependent CP violation at the LHCb experiment, focusing on decay processes and related measurements.",LHCb,"['CP violation', 'LHCb', 'decay processes', 'time dependence']",1,,0.7,[]
2024-06-04,11:00:00 AM,,CPV and lifetime measurements from CMS,The presentation focuses on measurements related to charge parity violation and particle lifetimes using data from the CMS experiment.,CMS,"['CP violation', 'lifetime measurements', 'CMS']",1,,0.7,[]
,,,Lifetime measurements from Atlas,"The talk likely focuses on measuring particle lifetimes using the ATLAS detector, which may involve relevant techniques.",ATLAS,"['lifetime measurements', 'ATLAS', 'particle physics']",2,,0.6,[]
,,,Time dependent CPV at LHCb,"The abstract discusses time dependent CP violation at the LHCb experiment, focusing on decay processes and related measurements.",LHCb,"['CP violation', 'LHCb', 'decay processes', 'time dependence']",1,,0.7,[]
,,,CPV and lifetime measurements from  CMS,"The talk likely discusses charge parity violation (CPV) and lifetime measurements from a notable experiment, focusing on particle dynamics.",CMS,"['CPV', 'lifetime measurements', 'CMS']",1,,0.5,[]
2024-06-04,12:12:00 PM,,4top searches including constraints on Top Yukawa (ATLAS+CMS),The presentation likely discusses the search for four top quark events and their implications for the Top Yukawa coupling using data from ATLAS and CMS experiments.,"ATLAS, CMS","['Top Quark', 'Yukawa Coupling', 'Four Top Searches', 'ATLAS', 'CMS']",1,,0.6,[]
2024-06-04,11:54:00 AM,,Top-Bottom Interference Contribution to Higgs Production,The presentation discusses the interference effects from top and bottom quarks in the production of Higgs bosons.,,"['Higgs production', 'top-bottom interference', 'particle physics']",1,,0.5,[]
2024-06-04,11:36:00 AM,,tt+HF measurements including ttbb (ATLAS+CMS),"The presentation focuses on measurements related to top quark pairs and heavy flavor production, specifically the ttbb process, using data from ATLAS and CMS experiments.","ATLAS, CMS","['top quark', 'heavy flavor', 'ttbb', 'measurements']",1,,0.8,[]
2024-06-04,11:18:00 AM,,ttH+tH Production (CMS),The presentation focuses on the production of ttH and tH in the context of the CMS experiment.,CMS,"['ttH', 'tH', 'CMS', 'Higgs Production']",1,,0.4,[]
2024-06-04,11:00:00 AM,,ttH+tH Production (ATLAS),"The abstract discusses ttH and tH production processes, primarily focusing on the ATLAS experiment's findings and methodologies.",ATLAS,"['ttH', 'tH', 'ATLAS', 'production processes']",1,,0.7,[]
2024-06-06,08:00:00 AM,Blackman Auditorium,BSM with the Higgs (20'+4'),The abstract discusses beyond the Standard Model (BSM) physics involving the Higgs boson.,,"['BSM', 'Higgs', 'exotics']",1,,0.7,[]
2024-06-05,12:12:00 PM,,"Exotic tops: anomalous interactions, non-standard decays in CMS",The presentation discusses anomalous interactions and non-standard decays involving exotic top quarks observed in the CMS experiment.,CMS,"['exotic tops', 'anomalous interactions', 'non-standard decays']",2,,0.6,[]
2024-06-05,11:54:00 AM,,"Exotic tops: anomalous interactions, non-standard decays in ATLAS","The talk likely discusses exotic top quarks, focusing on their anomalous interactions and potential non-standard decay modes.",ATLAS,"['exotic tops', 'anomalous interactions', 'non-standard decays', 'ATLAS']",2,,0.6,[]
2024-06-05,11:54:00 AM,,Probing medium properties in ultra- central collisions,The presentation likely discusses the properties of matter under extreme conditions during heavy-ion collisions.,,"['ultra-central collisions', 'medium properties', 'heavy-ion physics']",1,,0.5,[]
2024-06-05,11:36:00 AM,,"HF production, propagation and hadronization in QGP",The abstract discusses heavy flavor production and its dynamics in Quark-Gluon Plasma (QGP).,,"['heavy flavor', 'Quark-Gluon Plasma', 'hadronization', 'propagation']",1,,0.7,[]
2024-06-05,09:30:00 AM,,"Global discussion on the ""Limits of QGP Formation""","The abstract discusses the limits of Quark-Gluon Plasma (QGP) formation, focusing on global discussions and insights in this area.",,"['Quark-Gluon Plasma', 'QGP', 'Limits', 'Formation']",1,,0.3,[]
2024-06-05,09:12:00 AM,,Particle production vs multiplicity in small systems,"The abstract discusses particle production and multiplicity, likely focusing on small collision systems.",,"['particle production', 'multiplicity', 'small systems']",1,,0.6,[]
2024-06-05,08:54:00 AM,,Collectivity in small systems + UPCs,"The abstract discusses collectivity phenomena in small systems and ultra-peripheral collisions, but lacks specifics.",,"['collectivity', 'small systems', 'ultra-peripheral collisions']",1,,0.3,[]
2024-06-05,08:36:00 AM,,Search for jet quenching in small systems,"The presentation focuses on investigating jet quenching phenomena in small collision systems, which may not align with the specified interests.",,"['jet quenching', 'small systems', 'QCD']",1,,0.2,[]
2024-06-04,12:12:00 PM,,Light nuclei production,"The abstract discusses the production of light nuclei, focusing on mechanisms and implications, but lacks specific details.",,"['light nuclei', 'nuclear production', 'particle physics']",1,,0.2,[]
2024-06-04,11:54:00 AM,,Probing cold nuclear matter effects with heavy flavor and quarkonia in HI,The presentation discusses the study of cold nuclear matter effects using heavy flavor and quarkonia in heavy-ion collisions.,,"['heavy flavor', 'quarkonia', 'cold nuclear matter', 'heavy-ion collisions']",1,,0.7,[]
2024-06-04,11:36:00 AM,,Studying initial state effects using peripheral and ultra- peripheral collisions,"The abstract discusses studying initial state effects through peripheral and ultra-peripheral collisions, focusing on interactions and particle behavior.",,"['peripheral collisions', 'ultra-peripheral collisions', 'initial state effects']",1,,0.7,[]
2024-06-03,12:12:00 PM,,Medium response to jet propagation in the QGP,"The abstract discusses the interaction of jets with the quark-gluon plasma (QGP), focusing on medium response effects.",,"['jet propagation', 'quark-gluon plasma', 'medium response']",1,,0.8,[]
2024-06-03,11:54:00 AM,,Modification of jet substructure using inclusive and semi-inclusive events,"The presentation likely discusses methods for analyzing jet substructure in particle collisions, focusing on different event types.",,"['jet substructure', 'inclusive events', 'semi-inclusive events', 'analysis techniques']",1,,0.5,[]
2024-06-05,08:54:00 AM,,Anomaly Detection in LHCb,"The presentation likely focuses on detection methods for anomalies in particle collision data at LHCb, potentially involving advanced analysis techniques.",LHCb,"['anomaly detection', 'LHCb', 'data analysis', 'machine learning']",2,,0.6,[]
2024-06-05,08:36:00 AM,,Anomaly Detection in CMS,The presentation focuses on employing anomaly detection techniques within the CMS experiment to identify potential new physics events.,CMS,"['anomaly detection', 'CMS', 'new physics', 'machine learning']",2,,0.6,[]
2024-06-05,08:18:00 AM,,Anomaly Detection in ATLAS,The presentation likely covers methods for detecting anomalies in particle collision data from the ATLAS experiment.,ATLAS,"['anomaly detection', 'ATLAS', 'particle physics', 'data analysis']",2,,0.6,[]
2024-06-05,08:00:00 AM,,Anomaly Detection: State-of-the-Art,The talk focuses on the latest advancements in anomaly detection techniques relevant to various physics experiments.,,"['anomaly detection', 'machine learning', 'data analysis']",2,,0.6,[]
2024-06-03,11:36:00 AM,,Physics of Dark Sectors in CMS,The talk likely discusses the properties and implications of dark sectors explored through the CMS experiment.,CMS,"['Dark Sectors', 'Hidden Physics', 'CMS']",2,,0.6,[]
2024-06-03,11:54:00 AM,,Resonant Searches for Dark Matter Mediators with ATLAS,"The presentation likely discusses searches for dark matter candidates that interact via mediators, utilizing the ATLAS experiment's data.",ATLAS,"['dark matter', 'mediators', 'resonant searches', 'ATLAS']",1,,0.6,[]
2024-06-03,12:12:00 PM,,Resonant Searches for Dark Matter Mediators with CMS,The presentation likely discusses searches for dark matter interactions via resonant processes using data from the CMS experiment.,CMS,"['Dark Matter', 'Resonant Searches', 'Mediators', 'CMS']",2,,0.6,[]
2024-06-03,11:18:00 AM,,MET Searches for Dark Sectors with ATLAS,The presentation likely discusses methods for searching for dark sector particles using missing transverse energy (MET) signatures in the ATLAS experiment.,ATLAS,"['dark sector', 'missing transverse energy', 'ATLAS', 'searches']",2,,0.6,[]
2024-06-04,08:54:00 AM,,Leptoquark Searches with Electrons and Muons in the Final State in ATLAS,The presentation likely covers searches for leptoquarks using electron and muon final states within the ATLAS experiment framework.,ATLAS,"['leptoquarks', 'electrons', 'muons', 'ATLAS', 'particle physics']",1,,0.6,[]
2024-06-03,11:00:00 AM,,Collider Probes of TeV Scale Dark Sectors,The presentation likely discusses the exploration of dark sectors at the TeV scale using collider experiments.,,"['dark sectors', 'collider physics', 'TeV scale']",2,,0.6,[]
2024-06-04,08:00:00 AM,,Hunting for Leptoquarks [TH],"The abstract discusses the search for leptoquarks, which are hypothetical particles that couple leptons and quarks.",,"['leptoquarks', 'particle physics', 'exotic particles']",1,,0.5,[]
2024-06-05,12:12:00 PM,,"Discussion: the best and the worst - success stories and failures, what can we learn?","The abstract discusses various success stories and failures in the field, focusing on lessons learned.",,"['success stories', 'failures', 'lessons learned']",1,,0.2,[]
2024-06-05,11:54:00 AM,,HEPscape rooms,"The abstract is not provided, making it impossible to assess the content or relevance to specific topics of interest.",,[],1,,0.0,[]
2024-06-05,11:36:00 AM,,"Hands-on particle physics, an overview of the masterclass efforts","The presentation covers the masterclass efforts in particle physics education and engagement, likely focusing on hands-on experiences.",,"['education', 'masterclass', 'particle physics']",1,,0.3,[]
2024-06-05,11:18:00 AM,,Fermilab outreach and education initiatives,"The presentation focuses on outreach and education efforts at Fermilab, but does not cover any technical or research topics of interest.",,"['outreach', 'education', 'Fermilab']",1,,0.9,[]
2024-06-05,11:00:00 AM,,ECSB activities at the LHC,"The abstract discusses activities related to the ECSB at the LHC, but lacks specific details on the topics covered.",LHC,"['ECSB', 'LHC', 'particle physics']",1,,0.3,[]
2024-06-03,12:12:00 PM,,Discussion: How can we understand the effects of our initiatives on the community?,The abstract discusses understanding the impact of initiatives on the community.,,"['community impact', 'initiatives']",1,,0.2,[]
2024-06-03,11:54:00 AM,,D&I initiatives in the LHC Experiments,The talk focuses on diversity and inclusion initiatives within the LHC experiments.,,"['Diversity', 'Inclusion', 'LHC', 'Experiments']",1,,0.2,[]
2024-06-03,11:36:00 AM,,Science gateway: Labs & Science Shows,"The abstract introduces a science gateway involving labs and science shows, but lacks specific details on content or relevance to particle physics.",,"['science gateway', 'labs', 'science shows']",1,,0.2,[]
2024-06-03,11:18:00 AM,,Social media strategies for the LHC Experiments,The presentation discusses strategies for engaging audiences through social media in the context of LHC experiments.,,"['social media', 'LHC', 'engagement', 'communication']",1,,0.8,[]
2024-06-03,11:00:00 AM,,LHC open data,"The abstract discusses the topic of open data from the LHC, focusing on its accessibility and potential use in research and analysis.",,"['LHC', 'open data', 'data accessibility', 'research']",1,,0.3,[]
2024-06-07,11:54:00 AM,,Recent developments in Monte Carlo,"The abstract discusses recent advancements in Monte Carlo methods, which are crucial for simulating particle interactions and events in experiments.",,"['Monte Carlo', 'simulation', 'particle physics', 'event generation']",1,,0.5,[]
2024-06-07,11:36:00 AM,,EIC synergies: nuclear imaging at the EIC/UPCs,The abstract discusses nuclear imaging techniques at the Electron-Ion Collider (EIC) and their synergies with ultraperipheral collisions (UPCs).,EIC,"['nuclear imaging', 'Electron-Ion Collider', 'ultraperipheral collisions']",1,,0.4,[]
2024-06-07,11:18:00 AM,,Strong hadron-hadron interactions with femtoscopy,"The talk likely discusses the analysis of strong interactions between hadrons using femtoscopy techniques, which involve measuring particle correlations at very small distances.",,"['femtoscopy', 'hadron interactions', 'strong interactions']",1,,0.2,[]
2024-06-07,11:00:00 AM,,Precision QCD Measurements from ATLAS/CMS/ALICE/LHCb,The presentation discusses precision measurements related to quantum chromodynamics from various LHC experiments.,"ATLAS, CMS, ALICE, LHCb","['QCD', 'LHC', 'ATLAS', 'CMS', 'ALICE', 'LHCb']",1,,0.8,[]
2024-06-06,12:12:00 PM,,Jet fragmentation and hadronchemistry,"The presentation likely discusses aspects of jet fragmentation and the chemistry of hadrons, which may involve complex interactions in particle physics.",,"['jet fragmentation', 'hadron chemistry', 'particle physics']",1,,0.6,[]
2024-06-06,11:54:00 AM,,"Machine learning techniques for hadronic reconstruction and calibration, and machine learning in analysis with jets/tracks","The presentation discusses machine learning techniques applied to hadronic reconstruction and calibration, focusing on jets and tracks analysis.",,"['machine learning', 'hadronic reconstruction', 'jets', 'tracks', 'calibration']",3,,0.85,[]
2024-06-06,11:36:00 AM,,Jet substructure and tagging in pp collisions,"The presentation likely discusses techniques for analyzing jet substructure in proton-proton collisions, focusing on tagging methods.",,"['jet substructure', 'tagging', 'pp collisions']",1,,0.3,[]
2024-06-06,11:18:00 AM,,Jet cross-section measurement in pp collisions,"The talk focuses on measuring jet cross-sections in proton-proton collisions, which is a key aspect of understanding QCD processes.",,"['jet cross-section', 'pp collisions', 'QCD']",1,,0.7,[]
2024-06-06,11:00:00 AM,,Jet and substructure,The abstract discusses jets and substructure but does not provide specific details or context.,,"['jets', 'substructure', 'particle physics']",1,,0.3,[]
2024-06-07,09:12:00 AM,,Software framework for analysis at the LHC,"The abstract discusses a software framework designed for analysis at the LHC, emphasizing its capabilities and functionalities.",LHC,"['software', 'framework', 'analysis', 'LHC']",1,,0.4,[]
2024-06-07,08:54:00 AM,,Fast simulation with generative models at the LHC,The presentation likely discusses the use of generative models to enhance simulation efficiency at the LHC.,LHC,"['simulation', 'generative models', 'LHC']",2,,0.6,[]
2024-06-07,08:36:00 AM,,Trigger performance (including data scouting and GPU) at CMS and ATLAS,"The talk discusses trigger performance at CMS and ATLAS, focusing on data scouting and GPU utilization.","CMS, ATLAS","['trigger performance', 'data scouting', 'GPU', 'CMS', 'ATLAS']",1,,0.7,[]
2024-06-07,08:18:00 AM,,"Real-time analysis, alignment and calibration at LHCb in Run 3","The talk focuses on the real-time analysis, alignment, and calibration processes at the LHCb experiment during Run 3.",LHCb,"['real-time analysis', 'alignment', 'calibration', 'LHCb', 'Run 3']",1,,0.7,[]
2024-06-07,08:00:00 AM,,GPU performance in Run3 ALICE online/offline reconstruction,"The presentation discusses GPU performance in the ALICE experiment's reconstruction processes during Run3, focusing on online and offline methods.",ALICE,"['GPU', 'performance', 'reconstruction', 'Run3', 'ALICE']",1,,0.4,[]
2024-06-04,11:54:00 AM,,Performance highlights in LHCb,The abstract discusses the performance metrics and highlights from the LHCb experiment.,LHCb,"['performance', 'LHCb', 'highlights']",1,,0.7,[]
2024-06-04,11:36:00 AM,,Performance hightlights in CMS,The abstract discusses performance highlights related to the CMS experiment.,CMS,"['performance', 'CMS', 'highlights']",1,,0.2,[]
2024-06-04,11:18:00 AM,,Performance highlights in ATLAS,The presentation focuses on performance metrics and achievements of the ATLAS experiment.,ATLAS,"['performance', 'ATLAS', 'highlights']",1,,0.3,[]
2024-06-04,11:00:00 AM,,Performance highlights in ALICE,"The abstract lacks detail, making it difficult to gauge specific aspects of performance or relevance to my interests.",ALICE,"['performance', 'ALICE', 'particle physics']",1,,0.2,[]
2024-06-03,07:50:00 AM,Blackman Auditorium,CMS status and overview (20'+5'),The abstract provides no specific details on the content or focus of the CMS presentation.,CMS,[],1,,0.2,[]
2024-06-03,08:15:00 AM,Blackman Auditorium,ATLAS status and overview (20'+5'),Overview of the ATLAS experiment's current status and activities.,ATLAS,"['ATLAS', 'particle physics', 'status', 'overview']",1,,0.7,[]
2024-06-03,09:10:00 AM,Blackman Auditorium,Outreach (10'+5'),"The abstract focuses on outreach efforts related to particle physics, emphasizing communication and engagement with the public.",,"['outreach', 'public engagement', 'particle physics']",1,,0.8,[]
2024-06-03,08:55:00 AM,Blackman Auditorium,"Diversity, inclusion (10'+5')",The abstract does not provide specific information on the content of the talk.,,[],1,,0.1,[]
2024-06-03,08:40:00 AM,Blackman Auditorium,Report from the LHC experiments' young scientist forums (10'+5'),The presentation reports on discussions and outcomes from forums aimed at young scientists in LHC experiments.,,"['LHC', 'young scientists', 'forums']",1,,0.3,[]
2024-06-03,06:55:00 AM,Blackman Auditorium,LHCb status and overview (20'+5'),The talk likely presents an overview of the LHCb experiment and its current status without specific details provided.,LHCb,"['LHCb', 'particle physics', 'status', 'overview']",1,,0.2,[]
2024-06-03,06:30:00 AM,Blackman Auditorium,ALICE status and overview (20'+5'),The abstract does not provide any details about the content or focus of the presentation.,ALICE,[],1,,0.1,[]
2024-06-03,06:10:00 AM,Blackman Auditorium,Status of the LHC,The abstract discusses the current status of the LHC without specific details provided.,LHC,"['LHC', 'status', 'particle physics']",1,,0.7,[]
2024-06-03,06:00:00 AM,Blackman Auditorium,Welcome,No abstract provided to summarize or evaluate.,,[],1,,0.1,[]
